title,authors,editors,tm,type,publisher,isbn,abstract,year,department,pdf_path,external_link,citation,keyword,status,restricted
Plant variety of vegetables in backyard says Naval chief agriculturist,R. Victoria,,P,Article,,,,2017,None,,,"Victoria R. 2017. Plant variety of vegetables in backyard, says Naval chief agriculturist.","Vegetables, food gardens",0,0
Cheap sources of antioxidants to include in your grocery list,Alixandra Caole Vila,,NP,Article,The Philippine Star,,"During our daily activities, our bodies generate substances called free radicals that attack healthy cells. Antioxidants are your best ally in destroying cell-damaging free radicals. For years, science has proven that eating lots of vegetables and fruits is healthy and lowers risks from certain diseases such as cardiovascular diseases and cancer. It is a good thing that those colorful fruits and leafy vegetables are accessible and available in almost any market.",2014,None,,https://www.philstar.com/lifestyle/health-and-family/2014/10/14/1380100/cheap-sources-antioxidants-include-your-grocery-list,"Vila, A.C. (2014). Cheap sources of antioxidants to include in your grocery list.","Antioxidants, phytochemicals, phytonutrients, free radicals",0,0
Taro Production in the Philippines  Its Prospects and Problems,M.R. Villanueva and G.L. Tupas,,NP,Article,Philippine Root Crop and Training Center,,"Taro ranks third in production and hectarage among root crops grown in the Philippines. The paper however, shows that a considerable increase in the overall production has taken place from 1975-1977. Problem areas on taro variety planted, cultivation, pests, etc. are identified. Potenials of taro for food, animal feed and industrial uses are also discussed.",1982,None,,,"Villanueva, M.R. and Tupas, G.L. (1982). Taro Production in the Philippines – Its Prospects and Problems. 5th International symposium on tropical root and tuber crops: 557-565.https://www.academia.edu/106277992/Taro_production_in_the_Philippines_its_prospects_and_problems","Colocasia, taro, production management, setts",0,0
The value of indigenous vegetables,"Julio P. Yap, Jr",,NP,Article,,,"In a national nutrition survey conducted by the Food and Nutrition Research Institute of the Department of Science and Technology (FNRI-DOST), it was found that vegetables only comprise 12.8 percent of total household consumption, and only 3.9 percent of this represents the consumption of green leafy and yellow vegetables.",2018,None,,https://agriculture.com.ph/2018/04/30/value-of-the-modest-indigenous-vegetables/,"Yap, J.P. (2018). The value of indigenous vegetables. http://agriculture.com.ph/2018/04/30/value-of-the-modest-indigenous-vegetables/.","Indigenous vegetables, supplementary feeding",0,0
Organic agriculture technologies and systems developed and adapted by farmers in the Philippines,Oscar B. Zamora and Blesilda M. Calub,,NP,Research,University of the Philippines Los Baños,,"Small-scale and resource-poor farmers in the Philippines are now facing serious problems on climate change, degradation of the resource base, poverty, and food/nutrition insecurity. Organic agriculture has been proposed to address these issues. However, there are many impediments for farmers who want to shift from conventional to organic agriculture. These farmers have had to face various forces, problems, and obstacles; ranging from technical, institutional, policies, funding concerns, scientific biases, and even emotional and personal factors.",2016,None,,https://www.researchgate.net/publication/311455059_Organic_Agriculture_Technologies_and_Systems_Developed_and_Adapted_by_Farmers_in_the_Philippines,"Zamora, O.B. and Calub, B.M. (2016). Organic agriculture technologies and systems developed and adapted by farmers in the Philippines. DA-BAR and UPLB College of Agriculture. 70 pages.","Organic agriculture, vegetables",0,0
Promoting nutrition sensitive agriculture in the Philippines,"Oscar B. Zamora, Lucille Elna P. de Guzman, Sue Liza C. Saguiguit, Ma. Theresa M. Talavera, Normahitta P. Gordoncillo",,NP,Research,University of the Philippines Los Baños,,"Small-scale and resource-poor farmers in the Philippines are now facing serious problems on climate change, degradation of the resource base, poverty, and food/nutrition insecurity. Organic agriculture has been proposed to address these issues. However, there are many impediments for farmers who want to shift from conventional to organic agriculture. These farmers have had to face various forces, problems, and obstacles; ranging from technical, institutional, policies, funding concerns, scientific biases, and even emotional and personal factors.",2013,None,,https://www.researchgate.net/publication/311455059_Organic_Agriculture_Technologies_and_Systems_Developed_and_Adapted_by_Farmers_in_the_Philippines,"Zamora, O.B., de Guzman, L.E.P., Saguiguit, S.L.C., Talavera, M.T.M., Gordoncillo, N.P. (2013). Promoting nutrition-sensitive agriculture in the Philippines. Food Security Center, University of Hohenheim, Editors: Virchow. Pp. 692-748.","Malnutrition, Philippine Plan of 5 Action for Nutrition, urban food production, school-based production programs, Food Always in the Home (FAITH), increasing vegetable consumption, bio-intensive gardening (BIG)",0,0
Wild food plants in protected areas in the Philippines,"Catibog-Sinha, C",,P,Research,Protected Areas and Wildlife Bureau. Department of Environment and Natural Resources,,,1994,None,,,"Catibog-Sinha, C. (1994). Wild food plants in protected areas in the Philippines. Protected Areas and Wildlife Bureau. Department of Environment and Natural Resources",,0,0
An Ethnobotanical Study of the Plant Biodiversity of Mt Mayon Bicol Peninsula Albay Philippines,"Buot, I.E. Jr.",,NP,Article,Journal of nature studies. Vol. 8 No.1,,"A total of 71 woody species belonging to 49 genera and 33 families are recorded along the altitudinal range of 500-2200 meters above sea level on the northwestern side of Mt. Mayon, Bicol Peninsula, Albay, Philippines. Ethnobotanical uses are diverse ranging from being medicinal, food, timber, firewood, ornamental, sources of fibers, industrial compounds to being poisonous. Thirty-two percent of the species are endemics while the rest are indigenous showing greatest development in the Malesian phytogeographical region. Endemism is very high despite volcanic activity and extensive anthropogenic disturbances such as slash and burn farming and overharvesting of plant biota for sale to domestic tourists. There is an urgent need to determine the biochemical basis for the identified uses of Mt. Mayon plants as this may pave the way to drug discovery and hence, economic development of the locality. An effective domestication program of Mt. Mayon plant biodiversity involving the surrounding local communities could be practical and convenient for everyone and favors protection of the entire Mt Mayon ecosystem and any other forests for that matter.",2009,None,,https://www.researchgate.net/publication/236340051_An_ethnobotanical_study_of_the_plant_biodiversity_of_Mt_Mayon_Bicol_Peninsula_Albay_Philippines,"Buot, I.E. Jr. (2009). An Ethnobotanical Study of the Plant Biodiversity of Mt. Mayon. Bicol Peninsula, Albay, Philippines. Journal of nature studies. Vol. 8 no.1, (January- April 2009)","Ethnoecology, man-environment interaction, Mayon Volcano, plant diversity, economic botany",0,0
Wild food plants in the Philippines,"Lugod, G.C.",,P,Book,University of the Philippines Los Baños,,,1979,None,,,"Lugod, G.C. (1979). Wild food plants in the Philippines. University of the Philippines, Los Baños",,0,0
Philippine aquatic flowering plants and ferns,"Mendoza, D.R. and del Rosario, R.M.",,P,Research,National Museum of the Philippines,,,1967,None,,,"Mendoza, D.R. & del Rosario, R.M. (1967). Philippine aquatic flowering plants and ferns. National Museum of the Philippines",,0,0
An enumeration of Philippine flowering plants,"Merrill, E.D.",,NP,Book,Bureau of Science Publication,,"The object of the present work is to enumerate the known species of flowering plants occurring in the Philippines; to adjust the synonymy; to account for all binomials accredited to the Philippines in botanical literature; to give the most important literature references, especially the special Philippine publications and to the important extra-Philippine ones; to record the numerous local names for the various species; to give the habitat, occurrence, altitudinal range, Philippine distribution, and approximate extra-Philippine distribution of each species examined; to cite illustrative specimens when necessary or expedient, especially in critical groups; in brief, to summarize in convenient form for consultation our present knowledge of the Philippine flora.",1925,None,,https://www.biodiversitylibrary.org/item/104421#page/1/mode/1up,"Merrill, E.D. (1925). An enumeration of Philippine flowering plants. (vol. 1-4). Bureau of Science Publication",Philippine Flora; Flowering Plants; Species Enumeration; Botanical Literature; Local Plant Names,0,0
Bulaklak ng malunggay katuray kalabasa kapas kapas kakawate,"Sister, L., de Chavez, Hidelisa, Gentallan, G., Aguilar, C.H., Borromeo, T., Altoveros, N.",,P,Research,"ICropS, University of the Philippines Los Baños",,Flowers of the five i ndigenous vegetables species featured are popularly prepared as salads (blanched in flavored with bagoong or fish paste and chopped tomatoes or squeezed calamansi),2019,None,,,"Sister, L., de Chavez, Hidelisa, Gentallan, G., Aguilar, C.H., Borromeo, T., Altoveros, N. (2019).Bulaklak ng malunggay, katuray, kalabasa, kapas kapas, kakawate. ICropS, University of the Philippines Los Baños, College, Laguna, Philippines",Bulaklak; malunggay; katuray; kalabasa; kapas kapas; kakawate,0,0
Alugbati No 15,"Sister, L., de Chavez, Hidelisa, Gentallan, G., Aguilar, C.H., Borromeo, T., Altoveros, N.",,P,Research,"ICropS, University of the Philippines Los Baños",,Alugbati is a branching herbaceous vine that can grow to a length of 6 meters. Its soft stems have no woody parts ad vary in color.,2019,None,,,"Sister, L., de Chavez, Hidelisa, Gentallan, G., Aguilar, C.H., Borromeo, T., Altoveros, N. (2019).Alugbati No. 15. ICropS, University of the Philippines Los Baños, College, Laguna, Philippines",Alubati; Vines; High Nutrition,0,0
Weedly Vegetables No 18,"Sister, L., de Chavez, Hidelisa, Gentallan, G., Aguilar, C.H., Borromeo, T., Altoveros, N.",,P,Research,"ICropS, University of the Philippines Los Baños",,A weed is said to be a plant in the wrong place at the wrong time. The cocnept emerged with the advent of plant domestication.,2019,None,,,"Sister, L., de Chavez, Hidelisa, Gentallan, G., Aguilar, C.H., Borromeo, T., Altoveros, N. (2019).Weedly Vegetables No.18. ICropS, University of the Philippines Los Baños, College, Laguna, Philippines","Sapsapon; Pansit-pansitan; Kamantulan, olasiman, Lagiwey, Erwad",0,0
